Constellation,Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
CENTISPACE,2025-03-31 12:16:30,90047,-5893.365677448957,-2866.4774073849962,-4004.16229769497,3.2707457546305982,-6.414763355419498,-0.2219856862069398
CENTISPACE,2025-03-31 12:17:00,90047,-5687.896059497019,-3246.622963764441,-4011.1221676010155,3.5764321104890393,-6.25340864225823,-0.0099481535142998
CENTISPACE,2025-03-31 12:17:30,90047,-5464.420192855121,-3616.490642355623,-4005.355450182095,3.870796349983461,-6.072257448285363,0.20212085343597222
CENTISPACE,2025-03-31 12:18:00,90047,-5223.645437082823,-3974.909479711166,-3986.880367488043,4.152910156490713,-5.871880743598244,0.4135511359884861
CENTISPACE,2025-03-31 12:18:30,90047,-4966.333716654801,-4320.744584920737,-3955.75530487201,4.421883470661121,-5.652909682144199,0.6236744505347626
CENTISPACE,2025-03-31 12:19:00,90047,-4693.299143110768,-4652.900694047766,-3912.078632283901,4.676867221353883,-5.416033690135538,0.8318265558958213
CENTISPACE,2025-03-31 12:19:30,90047,-4405.405476742535,-4970.325604796762,-3855.988403002239,4.917055942141997,-5.161998385284119,1.0373492515151281
CENTISPACE,2025-03-31 12:20:00,90047,-4103.563434916451,-5272.013481347661,-3787.6619304997707,5.141690266770978,-4.891603330984566,1.239592401648146
CENTISPACE,2025-03-31 12:20:30,90047,-3788.7278544057117,-5557.008019676465,-3707.315244402128,5.350059297011396,-4.605699629675554,1.4379159407304332
CENTISPACE,2025-03-31 12:21:00,90047,-3461.8947156891154,-5824.4054637425,-3615.20242682795,5.54150283613574,-4.305187360034878,1.6316918548613222
CENTISPACE,2025-03-31 12:21:30,90047,-3124.0980374123596,-6073.357463391006,-3511.6148306716104,5.71541348133885,-3.99101286285052,1.820306134326266
CENTISPACE,2025-03-31 12:22:00,90047,-2776.4066497025497,-6303.073765022231,-3396.8801817178396,5.871238568305399,-3.6641658808858337,2.003160691870395
CENTISPACE,2025-03-31 12:22:30,90047,-2419.920855408235,-6512.824726438745,-3271.36156679515,6.008481961140475,-3.3256765585005095,2.179675241303301
CENTISPACE,2025-03-31 12:23:00,90047,-2055.7689887472397,-6701.9436476393375,-3135.4563105073394,6.1267056809058875,-2.976612307324742,2.3492891308631036
CENTISPACE,2025-03-31 12:23:30,90047,-1685.1038812482202,-6869.828909722143,-2989.5947434238487,6.225531366086341,-2.618074544878966,2.511463125627345
CENTISPACE,2025-03-31 12:24:00,90047,-1309.0992452685455,-7015.9459144916955,-2834.238864959259,6.304641558453839,-2.251195313681948,2.665681133136026
CENTISPACE,2025-03-31 12:24:30,90047,-928.9459857563199,-7139.828817837759,-2669.8809045286016,6.363780808015797,-1.8771337890861397,2.8114518662954957
CENTISPACE,2025-03-31 12:25:00,90047,-545.8484512954981,-7241.082050469461,-2497.041784926659,6.402756591029304,-1.497072684812099,2.948310437568188
CENTISPACE,2025-03-31 12:25:30,90047,-161.02063582076107,-7319.381620150143,-2316.26949224208,6.4214400354480095,-1.1122145659062286,3.0758198784311013
CENTISPACE,2025-03-31 12:26:00,90047,224.3176572860892,-7374.476190184934,-2128.137356980513,6.4197664486416794,-0.7237780796099932,3.193572578109046
CENTISPACE,2025-03-31 12:26:30,90047,608.9446767143895,-7406.187929566075,-1933.2422514299317,6.397735642794495,-0.33299411538397977,3.3011916356646487
CENTISPACE,2025-03-31 12:27:00,90047,991.6405980988937,-7414.413130879087,-1732.2027086526405,6.355412054045048,0.05889809393807001,3.3983321196593987
CENTISPACE,2025-03-31 12:27:30,90047,1371.191399776611,-7399.122592813333,-1525.65696883044,6.2929246521762,0.4506549171951109,3.4846822297905455
